214,290,771,337,She likes comfort fitting tops not too loose or too tight
215,283,845,511,"top - M likes simple, flowy not to heavy clothes . more of cottons. "
216,281,702,511,"likes boxy tops , not much of synthetic fabrics, and if yes then very good quality"
217,1,18,43,"test comment. test test.Upload saiesta, vedanta, titch button, 20 dresses, street9, kaaryah,onhand inventory"
218,270,807,337,
219,286,850,511,
220,288,854,338,
221,291,813,337,
222,1,18,43,test comment
223,284,846,337,
224,285,840,511,
225,280,632,408,
226,281,702,760,
227,293,878,511,
228,287,853,338,
229,295,703,511,
230,297,892,787,"She likes clean cuts, no asyymetry happening. would love a green and yellow but not too bright"
231,294,883,337,
232,299,900,337,
233,298,897,511,
234,300,909,761,"She works for a law firm, so only white,black n off white. no other color not even beige.she's ok with a summer blazer but only in black.no accessories.kurtis/kurtas which has some slight color or work on cuff n hemline , no where else."
235,301,911,511,"She's not very confident of her inches measurements, but she fits in UK 14 80% of the time."
236,304,926,511,She would like some dresses
237,306,576,337,"Please work with Kuntal , who will help with the Chicago stuff."
238,303,894,337,
239,307,931,338,
240,308,935,761,"She wears kurtis more, no dupattas. Solid and jeweltoned colors . looking at skirts and trousers."
241,310,302,511,She wouldnt mind an Indo western dress
242,309,673,511,
243,311,938,337,Her hips have reduced to 39
244,313,954,338,Zara XL. not sure of her measurements
245,322,422,337,
246,320,941,760,She came to know through linkedin
247,319,640,760,
248,321,970,511,She came through Ritu
249,318,961,511,She came through Shubha. She is ok to receive it at office on Mon to thurs bet 10.30-4.30. Please do notify regards delivery so she can accordingly be present.She's ok to take it at office.
250,315,877,337,Shes 34b-30-35-45. She's ok with all prints except animal prints.came through linkedin
251,320,941,337,I want clothes which are so that I can wear them outside work also. For formal parties and stuff.
252,305,928,338,Measurements confirmations to come in 
253,324,914,511,"please heck with Kuntal , as she has seen her. "
254,325,740,337,she's UK size 6
255,326,613,337,"Came to know through network capital. she does digital marketing for good earth n nicobar and she wanted to do a review, hence decided to order for the experience."
256,328,1006,511,"Came to know through linkedin. She's travelling from 10th March to 17th March , so delivery post 17th ."
257,330,506,511,
258,331,953,337,Came through Linkedin. 
259,332,971,337,She doesnt want skirts. Came to know through linkedin msg
260,323,975,511,Her hips seem off. awaiting confirmation on hips. 
261,329,1007,338,She wants only tops & bottoms. Prefers pure n cotton blends. Formal tops. came to know through linkedin
262,336,936,337,"Arti knows her very well, can check with her if any doubts. There's a dress on hand please give it to her"
263,335,1049,511,She will confirm her hips measurement. her bust circumference is 36. 
264,1,18,43,hey
265,341,607,337,Repeat customer 
266,332,971,337,
267,338,1061,511,Her bust circumf is 36. 
268,340,1062,761,her bust circumf is 34. she travels on weekdays so delivery to happen on saturday only.
269,343,1070,337,You can give her a kurta till knee length or just above the knee
270,342,1069,338,"measurements are 35 - 29-33-39. she wants dresses with scarves, ok to up budget of scarf too 1000. kurta she doesnt really wear unless its a very smart contemporary kurta.dresses in solid colors to be worn with Jackets."
271,348,491,43,comment from admin test
272,345,1077,511,"L for tops fit her but she usually wears XL as she likes a bit of loose fit. She wants very trendy and contemporary products. Different type of sleeves , asymmetrical hemline. She's ok with 3/4th  sleeves, trendy cap sleeves bell sleeves."
273,347,1085,337,
274,346,1080,337,
275,349,618,511,
276,350,1091,338,She likes red or pink. I double checked her hip measurements with her and she said this is what it is. 
277,351,1093,511,She needs to confirm her measurements. She wears formals but not stiff formals.
278,353,1109,511,She needs all 5 tops. 
279,354,1112,337,"Her hips measurements she confirmed is correct, but i feel her hips are more . please choose accordingly."
280,358,1123,337,Her measurements she will confirm . 
281,361,627,337,Repeat customer 
282,344,1072,511,She came to know through fb. she found it very interesting & the clothes looked very international.
283,355,1122,337,She has to confirm her hips measurements. 
284,387,577,337,
285,396,1155,337,
286,398,740,337,She's kept three of the tops we sent her and is returning the mint green ruffle top. Thats not her style. 
287,395,758,760,
288,393,777,511,She is 34 circumf. Came to know through a flyer given by her husband.
289,397,1128,338,Waist is around 33-34.
290,401,1158,511,"She doesnt like synthetic , only cottons & blends. "
291,403,1160,338,her bust circm is 36. she is HR at disney. she is very fab india & good earth in Indian. 
292,404,1161,511,"Her hips she has confirmed is right, but i think it must 1-2 inches more."
293,400,1125,338,her pictures are a bit old. measurements confirmed. xs of utsav is a medium in others. her bra size is of amante.she is looking for trousers w
294,399,1157,761,her measurements are confirmed.she's ok with pastel n deep colours
295,391,1149,511,She seems a bit flaky & may require follow ups
296,407,603,511,"She filled the product restrictions wrong as sbe misunderstood it. she wants tops, dresses & jackets/cardigans. doesnt want kurtas.she attended the session at pwc as she was working there initially."
297,405,1162,338,She came to know through zaggle.
298,389,1153,511,"Her hips she said is correct, but it has to be minimum 35. she only wants tops"
299,399,1157,338,
300,411,787,43,test comment
301,412,374,338,
302,414,673,511,
303,409,748,511,
304,404,1161,337,
305,405,1162,337,
306,399,1157,337,She's ok with colored tops. pastels & deep color tops
307,404,1161,337,
308,410,669,338,
309,402,502,511,Arti knows her and has her latest measurements.
310,415,559,511,This is your repeat customer Lavina Tauro.
311,411,787,43,
312,416,1175,337,"She's looking for very eclectic, experimentative clothes. doesnt want pants. is more of a dress & skirt person. She wants ikat prints & similar to it types of long,3/4th dresses. 3/4th or maxi skirts. Long jackets. she came to know through Nayana who had "
314,417,1182,337,She came through Smriti Seksaria.
315,420,735,511,
316,411,787,43,
317,425,356,511,
318,423,1196,511,Came to know through fb
319,428,1208,337,Her hips measurements sbe will confirm. came to know through Yaminie P & also linkedin
320,430,1214,511,She's Arti's friend
321,431,808,337,tops M to L & bottoms 30
322,426,1018,337,Sorry abof image some problem.will upload later
323,419,1184,337,"Sorry abof image some problem.will upload later. Hips she is not sure if 40 or 42.she came to know through LinkedIn.  She will be travelling from 14 to 18 April,  so delivery post 18 April. "
324,435,1228,43,
325,437,939,511,She came to know through linkedin.Explained the payment & refunds process
326,436,1224,337,Came to know through fb. explained the payment & refunds process
327,432,1221,337,She has to confirm her measurements. Came to know through fb & also linkedin message. Explained the process & refunds .
328,424,1066,338,Came through expat watsapp group. Someone tried and recommended it to her.Explained the process 
329,434,668,511,
330,411,787,43,
332,429,619,511,"She wears tops usually S , sometimes XS or occasionally M. Her jeans are 28. She said she has a big butt & she's not sure of her hips (but she wears s in panties) , as per abof she would be  37  hips."
333,421,1132,337,she's not sure about her hips & wears dresses very occasionally.
334,439,1243,338,"She wants only tops & dresses in western.no jewellery.ok with scarves & kurtas. Came to know through fb.was apprehensive about not being able too see the products , explained the process and she confirmed ok."
335,441,1256,337,Has used the citibank offer code.
336,442,1260,511,her hips have to be minimum 33. she came to know through fb. 
338,443,1264,337,Her natural waist is 26. She came to know through fb. she was confused regards the order. explained the process and she confirmed to the order.
339,439,1243,338,
340,440,1250,511,"She came to know through fb. her waist is 29. she's ok with dresses. for conference she is looking for medical conferences. she doesn't want solid. wants any geometric, polka dots , self design prints."
341,446,1290,511,"Her natural waist & wearing waist is around 34. for and its 34 denims, & vero moda its 33.she doesnt want accessories at all.came to know tbrough fb"
342,451,308,338,
343,459,1314,337,She had queries regards the oayment & how tbe cincept works as it was not clear on the site. came to know through a watsapp group if office. Her bc is 36 but she wears a cup size bigger.
344,460,1337,337,Came to know through fb. explained the payment & refunds process
345,458,1329,511,Came to know through fb. her waist is 30 & stomach is 33. conscious of her armpits & stomach. she will be unavailable from 20th April to 23rd April.
346,447,1294,511,was net surfing & came across SN. her bc is 39. 
347,452,1309,511,She wa netsurfing. she's ok with shrugs or lightweight summer jackets. for tops & shirts she wants full sleeves and if it is being teamed with a jacket then she's ok with sleeveless.
348,453,1311,338,she came to through fb. she wears very casual stuff to work and is looking for stylish casual stuff. extremely formal is only for meetings. 
349,457,1327,337,She saw on fb. she wears 38 vero moda trousers & 40 mango and they fit her perfectly. she wears zara and mango tops which are very feminine. she is ok with sleeveless. she has lot of solids and she is looking at something different in terms of cuts & styl
350,456,1323,337,Came to know through fb. explained the payment & refunds process
351,449,1303,338,Came to know through fb. wants only western wear.
352,455,1321,337,She came through fb. explained process & refunds
353,462,1236,511,her measurements are 34 bc waist 35 stomach 39 & hips 41. she wears tops that are flared around the waist or aline to cover her stomach bulge.she came to know through her colleague who said she can use the code. Her code is AU10 . 
354,464,1361,337,"She doesn't wear formal trousers, only jeans & leggings. For formal meetings she wears formal tops over jeans with blazer.she is looking for such tops & dresses. not anything which needs a formal trouser to pair it with. she saw an ad on fb. delivery for "
355,475,1395,337,She's a lawyer. Her measurements are confirmed. explained process. came to know through a referral.
356,473,1385,338,her bc is 38. she came to know through net surfing. she doesnt want the typical jackets & blazers. something light & in earthy tones for her to mix & match. she's looking at more stylized options for her meetings & training. 
357,474,1387,337,Her bc is 38. she's ok to up her budget for tops & dresses to 1500.came to know through fb. doesnt blazers & cardigans in black. 
358,471,1377,337,came to know through fb for the first time. was thinking that she will get to see the products first & dint know order got confirmed. explained the process & now she's ok.
359,461,1343,338,Her bc is 42. came to know through fb. explained the process
361,467,1367,761,confirmed her measurements. couldnt spk in details. she will call back she said.but order is confirmed
362,476,1398,337,confirmed her measurements. came to know through fb only. 
363,477,1339,338,"Her bc is 38. she came to know through fb. she doesnt like shirts. she wants only tops, dresses, skirts & trousers. will be travelling from 18th to 29 th april, so would like the box by 17th latest."
364,480,1227,43,Test Order - Stylist Assigned
365,481,1227,43,Test Order - Stylist Assigned
368,485,1421,787,
369,485,1421,787,
370,486,1428,761,she cant wear dresses as legs are tatooed. she wants a summer blazer to wear with black or blue trousers. wants more of indian wear for summers. is travelling  from 25th onwards.
371,488,985,337,"she wasnt very confident of her measurements, as taken it a month back. but confirmed it. she's very excited and looking forward to this & if happy looking at a retainer model."
373,494,1459,787,
374,495,1462,787,
375,496,1227,43,Stylist assigned
376,498,1227,43,Test Order - Stylist Assigned
377,499,1462,787,
378,502,1227,43,
379,497,622,338,
380,509,1227,43,Test Order - Stylist Assigned
381,515,1227,43,
382,516,1227,43,
383,517,1227,43,
384,518,1227,43,
385,521,1227,43,
386,522,1227,43,
387,514,1229,511,abof site was not working for me hence no images. confirmed measurements & order. came to know through fb
388,513,1481,511,confirmed measurements & order. came to know through fb. hips are 37.5. 
389,510,1454,337,abof not working hence no images. confirmed order through Kuntal. 
390,506,1470,511,came to know through fb. order & measurements confirmed.
391,501,1468,338,came to know through fb. looking at printed pants like plaids or geometric preferably in stretch fabrics. 
392,487,1423,337,Please go a bit extra in terms of styling tips for her special request. 
393,511,1386,337,not sure of measurements but said she's UK size 16 and to work with that. she works with JP Morgan and is executive director (corporate lawyer) for them. she's bored of her usual style and wants more color and stylish pieces but level of formality is 3-4.
394,491,1448,408,abof was not working hence could upload the body images. she works for kotak. she has confirmed her measurements. came to know through fb.
395,507,1474,511,came to know through fb. right she wears relaxed formals. its an insurance company n she's not into client facing.
396,523,1513,787,
397,504,1341,337,confirmed over watsapp.
398,512,1480,337,confirmed over sms.
399,505,1471,511,confirmed over sms.
401,525,1513,787,
402,527,1227,43,
403,526,1515,511,"tried asking her to up her budget for dress, but she wants it within budget only. her bust is 36d. attended the session."
404,529,509,511,Repeat customer 
405,492,912,337,"she will be in Mumbai on 28th for 2 days , so need to get her order dispatched on 28th.came to know through net n instagram and really loved the concept and is perfect for her as she's very busy."
406,531,1227,43,
407,532,1479,337,her waist is 32 or 34 n hips 38. bra size is 36c. she is a corporate lawyer so all pastels/subtle colors and navy blue is fine with her. 
408,535,1534,511,she wears M&S bra size 36c. waist is 34.pants high waisted pants she wears are 32. branded pants size si 12 or 14.do not exceed 6k for her box.
409,546,607,337,
410,545,1576,511,she is goung to seattlle on 5th may. needs formal cl8thes n jackets. divya our cust from blore recommended.
411,542,1573,337,confirmed measurement & order. came to know through fb.
412,541,1559,337,she only wears Indian. the details mentioned of length are for kurtas. came to know through fb.
413,538,1286,337,hips have to be min 44. her measurmeents are approx. she wears XL of fab india or westside kurtas.
414,543,1383,338,she is looking at some good jacket/blazer. ok to increase her budget for tops & blazers to 1500.
415,536,1536,511,confirmed over watsapp.
416,500,1467,511,confirmed & revised her measurements.
417,550,787,787,abcd
418,552,1227,43,
419,548,1585,511,waist is 30. fits in medium for tops.
420,557,1227,43,
421,563,1019,511,wants dresses for interview. ok to up budget to 1500
422,540,1562,511,hips are 39 min. prefer checks print. confirmed over watsapp. no product restrictions.
423,564,787,787,test comment
424,565,1227,43,
425,566,1227,43,
426,567,1227,43,
427,560,1599,337,hips is min 36. confirmed on sms. 
428,519,1491,337,she is not sure of her hips. 30 bottoms fit her. hips will be min 33. she is a marathi actress. explained to her the whole process.
429,568,740,337,
430,569,1626,511,confirmed measurements and clarified the payment process.
431,489,1443,337,confirmed her measurements. came to know through fb . 
432,573,673,511,Tried calling her for measurments check. have msgd her.
433,572,1632,511,Clarified the whole process to her. measurements confirmed.
434,570,1627,337,
435,544,1577,337,confirmed measurements n order on watsapp.
436,574,787,787,
437,537,1543,511,Her hips are 36. came to know through fb. explained the process & confirmed.
438,575,787,787,
439,579,1227,43,
440,576,1645,337,She's not sure of her hips and she doesnt have a measuring tape. also she doesn't want any bottoms
441,539,1553,511,"she confirmed her order, though after lot of following up and clarifications. feels we charging even before she gets to see is not fair and wanted to know if can cancel after knowing the amount."
442,528,1516,511,Head Strategy at Network 18. Bust is 35.5 waist is 30 & hips 42. Her height is 5'9. She's arti's friend.
443,577,1646,337,"she wears size 12 , not sure if US or UK. her waist is around 31. she is ok with all colors n not limited to black n white."
444,587,404,337,she's said ok for dresses.
445,584,1664,511,confirmed measurements n payment
446,578,1657,337,her measurements are 36-36-41. confirmed over watsapp.
447,585,1671,511, she wears l & xl usually. since she's apple shaped she usually wears a bit loose. she's broad shoulder. 16 inches. for h&m 12-14 tops. bottoms m&s  12.she's ok with business casuals & semi formals & indian casuals.
448,588,1486,511,confirmed measurements. came to know through fb. had tried snob box and dint like it. 
449,590,577,337,
450,580,1665,760,muscular arms. zara size L.calf length or 3-4 inches above knee.lov bohemian.no animal prints.have tummy.
451,586,1673,511,"Confirmed measurement, process and payment."
452,595,1636,338,"She travels internationally, so needs more option to mix match. she will be travelling to Russia n Romania in June."
453,593,1683,760,She doesn't wear jewellery/scarfs and do not prefer a dupatta over a kurta
454,594,1694,337,confirmed on whatsapp
455,591,1691,511,Confirmed on call. Go to know through Linked In
456,599,555,338,
457,601,1598,511,
458,600,1700,337,
459,602,1721,337,"1. Measurements - Wear waist is 31 - Jeans(Levis)-30 and trousers-31/32. 2. She does wear Dresses and is ok to up her budget upto 2000 (H&M -Size14). 3. No cotton shirts. H&M -Size 10/12/14(depending on fabric), Van Heusen-L 4. She has heavy upper arms, h"
460,603,758,760,
461,604,1395,337,
462,605,1227,43,
463,606,1368,761,"Call cofrmtn dne, lokng fr dress n skirt. liks accessories, got to know through FB"
464,606,1368,338,"Call cofrmtn dne, lokng fr dress n skirt. liks accessories, ok to up her budget for dress(upto2K) n tops(upto1500) got to know through FB, "
465,610,1602,337,"34B-31-36-44, Heavy bottom so NO trousers, fIne with Skirt - Facebook"
466,615,1757,511,Refer email - Got to know through colleague
467,614,1456,511,"Refer email - 2999/- offer guest, go to know through Facebook"
468,613,1751,337,"Western & Ethnic, no greys, Ok to up her budget upto 1500 for tops,dressnskirts, Referred by a friend"
469,612,1750,338,"Hips -44, Its her bday on 20th May,expecting early delivery, go to know - Arti's seminar @bluedart"
470,611,1730,337,"Wants Indian wear/Kurtis in the first box, not keen on bottoms, Colleague ordered, she liked it"
471,427,1206,338,"She has business meetings, Simple but elegant, No bling n jazzy stuff, no indian"
472,606,1368,338,
473,617,500,787,test
474,619,500,787,
475,620,500,787,
476,621,1418,787,
477,616,808,338,Previous User
478,618,1069,761,"measurements are 35 - 29-33-39. she wants dresses with scarves, ok to up budget of scarf too 1000. kurta she doesnt really wear unless its a very smart contemporary kurta.dresses in solid colors to be worn with Jackets."
479,616,808,337,Previous User
480,618,1069,338,
481,603,758,338,
482,616,808,337,Previous User
483,630,1805,511,"Cal confrmtn dne. Ready to up hr budgt upto 1500/- for Tops and dresses. Concerns- Broad shoulders, belly tyres, Facebook"
484,629,1350,511,"Call confrtn dne, shoulders r small, Tops-XS&S and Jeans-28, Prefers dark colours, looking for a dress/top in checked or plaid. Wears chunky necklace & jewellry. Go to know through Facebook ads."
485,631,891,337,"Call confrmtn dne, Hips is 42, Mostly western, tops with Indian touch, Dress lower than knee. she has broader base, Got to know through a colleague (Deepa Parekh)"
486,631,891,337,"Call confrmtn dne, Hips is 42, Mostly western, tops with Indian touch, Dress lower than knee. she has broader base, Got to know through a colleague (Deepa Parekh)"
487,632,1559,337,She wants western dress and/or cigarette pants with the kurta's which we sent last time.
488,633,1826,511,"Cal confrm dne, She wears S(Zara) and her wear waist is 30. Want the box before 19.05.17. Go to know through LinkedIn"
489,635,1459,787,
490,634,559,511,Repeat Customer Lavina
491,637,1836,43,
492,358,1123,338,"Cal confrm dne, She is looking for tops/skirts/dress n trousers. Ready to up her budget upto 1500 for tops No sleeveless. Go to know through Arti's seminar @yesbank"
493,638,1841,338,"Cal confrn dne, likes all the prints whch is mtn in dont get her sectn, Vry expmtl with clothes, Westn contmry n indo westn styls, 109 and AND size - 18/20. Joining Finance co. Box nt abv 6k, Facebook Post.. No Indian Clotrhes"
494,640,1844,760,"Cal confrm dne, Her wear waist is Levis 34, Jeggings(M&S-UK-16), Tops (M&S-UK14), No scarfs/dupatta. is ok with Fashion jewlery, Informed her box will come upto 6k-8k. Pin code-560001, got to know through - Facebook (Recommendations)"
495,639,673,511,"Spoke to her, She is ready to up hr budget for tops upto 1500. Looking for flowy skirts not body hugging and straigt fit.Wants 1 dress in the box. No Jewlery as she finds similar stuff at colaba at cheaper rate. Wants before 19th May"
496,641,1846,338,"Cal cfrtn dne, Only western cloths, Not ready to up her budget, Going Canada in July, Hence, she is on Clothes Hunt. Ready to experiment this as trail box. Go to know through Facebook (Recommendations Ad)"
497,645,1856,787,"Cal cfrmtn dne, Bra size - 34B, She is ok with sleeveless n dresses. No jewellery n scarfs. Pin code - 560087. got to know through facebook page (Recommendations Ads)"
498,642,1848,1865,"Cal cfrmtn dne, She liked=s more of solids, nice fall tops. prefers scarf over dupatta. Book not above 5k,  Go to know through facebook."
499,648,1884,338,"Cal crfrn dne, measurements r correct. Narrow at waist. Wears 32/34 GAP(32),Only(32)Van Huesen(32). Pin code - 560041. Saw on Facebook Ads"
500,650,1160,338,her bust circm is 36. she is HR at disney. she is very fab india & good earth in Indian.
501,651,1895,511,"Cal cfrmtn dne. No prints only solids, wears semi-causual and jeans at work. Top-Forever21(small), Bottoms(GAS-26). Pin code-560103. Go to know through Facebook Ads"
502,654,1908,511,"Cal crfrmtn dne, measurements r correct. She is ok with scarfs and fashion jewellery but nothing too flashy. Go to know through room mate - Saili Chitwar"
503,649,1887,511,"Measurements are Waist 32 and Hips 40. Wears 32 in H&M, Only and GAP and 31 in forever 21. Go to know through Facbook ads."
504,647,1881,338,"Whatsapp confirmtn done.Her measurements is 34D-29-40,  Is aware about the process. Go to know through Facebook."
505,656,900,338,
506,653,1893,760,"Abof not workng - Cal cofrmtn done. Her shoulders are small as compared to her body frame(Shoulder Measurement-13-14 inchs), Usually wears customized shirts. Ready to up her budget for dress upto 2k. Mostly fits in Kaaryah size 2. Pants size is 26. Go to "
507,655,1923,338,"Abof not workng, dummy abof- Whatsapp confirmation done.Wears smallest size of the product,Wants a grey office skirt. Wants full length kurta, which are flared and can be worn without any bottoms. Ones or long kurta which can be worn on jeans. Informed, b"
508,657,1005,511,Dummy Abof- Whatsapp confrtm done. Don't like fitted pants. No patterns in trousers. The trousers should be a little boyish. Don't like clothes that stick to the body. Go to know through LinkedIn
509,659,1953,338," Cal confrmtn done, her measurements are 34E-33-37. No skirts as her thighs rub while walking. No Synthetic.Wants breatheable fabrics. Her tops brands: Lee and Reebok M, a Kazo S, and a Converse L. Fits in 28 stretchable jeans. OK to up her budget for top"
510,661,1875,511,Cal confrm done. She does wear dresses. Ready to up her budget for tops upto 1500. Go to know through Facebook  Ads.
511,643,1853,761,"Whatsapp confirmtn done. Pin code: 560102, Go to know through Facebook Ads"
512,662,1974,338,"Cal confrtn done, Her measurements are 32B-30-39. Wears Medium for tops. No skirts and No very bright colours. Pin code - 560045. Go to know through facebook"
513,663,1454,760,
514,660,1957,338,"Whatsapp confrtn done. Measurements are 34B-30-40.  She prefers no western dress,top (shirt and blouse), Kurtas,fashion jewellery.. Does not like Indian wear.  Ready to up her budget for Dresses upto 1500. Go to know from Arti."
515,664,1828,511,Cal confrtn done. Measurments are correct. Go to know through Arti
516,670,2045,43,test comments
517,636,1832,338,Cal cfrtn done. Measurements are 34D-34-40. Wears M for Tops(Pantaloons & weside) Bottom M/30. Ready to up her budget for tops upto 1500. Does not wear innsers/camisoles. No yellow. Only western clothes.  Go to through Facebook
518,652,906,511,"Cal cofrtn done. Height is 5 feet. Tops-S(Pantaloons), Bottoms - 30-32(Kraus-32). Wants only Formal tops, formal shirts and western tops. Ready to up her budget to 1500. Go to know through facebook. To be shipped to Hyderabad"
519,666,1646,338,Repeat customer - Wants to have a nice bottom (pant/skirt/palazzo). Ready to up her budget to 1500-1700. 
520,668,2032,338,Cal confrmtn done. For tops wears M(M&S) and S( extended sleevs/Arm hole). Not looking for Jackets/Shrugs this time. Infomred box might range upto between 8-10k. Go to know through Facebook
521,669,1951,511,Cal cfrtn done. Whats to go for startup kit (Rs.2999/-). Looking for Formal tops/Shirts/ kurtas and dark trousers. Waist is 34 and Hips 36. Pincode-560066. Go to know through FB.
522,671,2046,511,Cal cfrtn done. Ok for fashion jewellery. Box not above 5K. Pincode-560102. Got to know through facebook.
523,672,1458,511,"Cal confrtn done. For viscose(S), Cotton(M). No polyester or see through material. Only 1 Trousers(Black/grey) and 1 Shirt-prefers long ones (for Interview) and others should be Kurta/leggings/Salwar. Dupatta and scarf should be long. Go to know through f"
524,674,2050,338,"Cal cfrmtn done, Works for Media firm, hence wears only smart casual. Ready to up her budget for Tops n dress upto 1500. Wears Fashion jewellery. Wants Start-up kit 2999/-  Go to know through LinkedIn(Kuntal)"
525,667,1766,511,CAl cfrtn done. Looking for Indian wear. Her waist is 32-34. Can give an Ensemble to her. Got to know through Facebook
526,676,2062,338,Cal Confrtn Done. Does wear sleeveless but wear cap sleeves. Dont like tight fitted clothes. Comfortable and airy.  Her jobs requires lot of travelling to US &UK hence would like formals which  suits the west culture. Go to know through Priyanka Sakhardan
527,673,2055,511,Cal cftrn dne. measurts - hips -40. Ok for scarfs but no fashion jeweller. Box not above 5.5k. Go to know thrugh Linked In(Kuntal)
528,679,1277,787,test comment
529,677,374,338,Repeat Customer
530,680,500,787,
531,675,2057,511,"Arti has confirmed over LinedIn. Whats a Start-up pack of only 3 Dresses. The Dresses should be within 2k. Fits in Fabindia M, Zara - L, US 6 and UK-10. Prefers A line dress. Dont like dress which looks like Kurta. Loves Polka Dots. Go to know through Lin"
532,682,500,787,test comment
533,682,500,787,test comment
534,683,500,787,
535,683,500,787,
536,684,500,787,
537,678,2068,511,Cal cftrn done. Wear M&S Tops - UK10 & UK12. and Bottoms-UK-8. No Browns. Pincode - 560034. Go to know through FAcebook
538,688,500,787,
539,685,2077,338,"Cal cftrn done. Prefers Below waist tops(No short tops/shirts). Wears 34 in jeans. Hips and thighs are her concern. Wants a skirt in her first box. She is very specific for kurta (Should not be too loud, very less prints & not funky). Go to know through R"
540,686,673,511,No additional request by Jheel.. She said Surprize me..
541,689,1516,511,Repeat Order
542,693,928,338,
543,692,2098,511,"Cal cftrn done. Wears mostly western clothes. Prefers Kurtas only which has diff cuts, prints, style(Global Desi).  Prefers Semi casual skirts.  Box not above 6.5. Go to know through facebook"
544,691,2095,338,Cal cftrn done. Tops not above 1200. Only western clothes. Pin code -560034. GO to know through Instagram
545,678,2068,1865,Cal cftrn done. Wear M&S Tops - UK10 & UK12. and Bottoms-UK-8. No Browns. Pincode - 560034. Go to know through FAcebook
546,681,2069,337,Cal cftrn done. 2999/- offer. Wears dresses n scarfs. Hips measurements are 40. Got to know through Facebook.
547,663,1454,337,repeat customer
548,696,559,511,Repeat Customer
549,695,2105,338,Cal cftrn done. Only 3 products in a BOX. Wears Only Indian Wear. Waist is higher than Shoulders. Wears only decent work wear jewellery. Got to know through Facebook.
550,697,1891,337,"Cal cftrn Done. 2999/- offer. Tops-ZARA XS/S, Bottoms -Levis-28. She likes all the prints she said no for. Dresses should be below knees.  No scarves for her. Bangalore Pincode - 560043. Wants at Office - 560093. Got to know through FB."
551,698,2076,511,"Whatsapp confrtn done. Wears Dresses. Ready to up her budget for tops n dresses to 1500/- but box not above 5K. Wears Dupattas, scarves sometimes and very minimalistic fashion jewellery. Go to know from facebook."
552,699,2121,337,"Cal coftrn done. Big tummy is including her waist measurements. Wears Cap sleec=ves. More of casual. Have to work in Labs. Hence, no scarves and dupatta. Wears very less jewellery. informed box range 3.5-6.5. go to know through facebook."
553,694,1265,408,Three products to be selected for her.This is not a starter kit.
